Intervalo 0
http -> 0.011914735176393932
hex -> 0.012007819044959508
14 -> 0.012007819044959508
falt -> 0.012193986782090663
ness -> 0.012193986782090663
cad -> 0.012287070650656241
mell -> 0.012287070650656241
lev -> 0.01238015451922182
ne -> 0.01238015451922182
argentin -> 0.01238015451922182
dess -> 0.012752489993484129
el -> 0.012752489993484129
futebol -> 0.012938657730615285
bom -> 0.012938657730615285
outr -> 0.012938657730615285
comec -> 0.013031741599180862
vc -> 0.013590244810574328
voc -> 0.013683328679139906
put -> 0.013962580284836637
min -> 0.014241831890533371
final -> 0.01461416736479568
cois -> 0.014893418970492414
pq -> 0.015079586707623568
cas -> 0.015172670576189146
lo -> 0.015172670576189146
ate -> 0.015265754444754724
nad -> 0.015265754444754724
melhor -> 0.015358838313320302
hor -> 0.015545006050451457
y -> 0.015638089919017033

Intervalo 20
desesper -> 0.010073260073260074
futebol -> 0.010256410256410256
bol -> 0.010256410256410256
ano -> 0.010531135531135532
parec -> 0.010531135531135532
sair -> 0.010531135531135532
vao -> 0.010531135531135532
chor -> 0.010622710622710623
dar -> 0.010622710622710623
tecn -> 0.010714285714285714
tao -> 0.010714285714285714
diz -> 0.010897435897435897
trabalh -> 0.011080586080586081
dia -> 0.011080586080586081
va -> 0.011355311355311355
coraca -> 0.011355311355311355
fez -> 0.011446886446886446
put -> 0.01163003663003663
2014 -> 0.011813186813186813
pi -> 0.011996336996336997
hor -> 0.011996336996336997
n -> 0.01227106227106227
@caiquenogueira -> 0.01227106227106227
comec -> 0.012362637362637362
lev -> 0.012728937728937729
galv -> 0.012728937728937729
hex -> 0.01282051282051282
vez -> 0.012912087912087911
nad -> 0.013003663003663004
http -> 0.013278388278388278
@kibeloco -> 0.013278388278388278
ness -> 0.013278388278388278
voc -> 0.013278388278388278
falt -> 0.013278388278388278
segund -> 0.013461538461538462
elimin -> 0.013553113553113554
p -> 0.013644688644688645
el -> 0.013736263736263736
ne -> 0.013827838827838827
cad -> 0.014010989010989012
tom -> 0.014010989010989012
melhor -> 0.014102564102564103
fer -> 0.014102564102564103
da -> 0.01456043956043956
deix -> 0.014652014652014652
argentin -> 0.014743589743589743
#arg -> 0.014743589743589743
assim -> 0.014835164835164835
cois -> 0.014835164835164835
contr -> 0.014926739926739927

Intervalo 21
kak -> 0.010080828262646445
sair -> 0.010080828262646445
deix -> 0.010171646535282899
ronald -> 0.010353283080555808
esper -> 0.010444101353192263
hoj -> 0.010444101353192263
vao -> 0.010716556171101626
nunc -> 0.01080737444373808
n -> 0.01080737444373808
dar -> 0.010898192716374535
tao -> 0.010898192716374535
hor -> 0.01098901098901099
http -> 0.011170647534283897
trist -> 0.011261465806920352
lev -> 0.011352284079556806
elimin -> 0.011352284079556806
part -> 0.011352284079556806
vir -> 0.011533920624829715
assim -> 0.011897193715375533
glob -> 0.011897193715375533
bol -> 0.011897193715375533
tir -> 0.011988011988011988
gans -> 0.011988011988011988
ne -> 0.011988011988011988
futebol -> 0.012078830260648443
coloc -> 0.012351285078557806
@naosalvo -> 0.01244210335119426
comec -> 0.01244210335119426
vez -> 0.01244210335119426
clap -> 0.012532921623830715
beliss -> 0.012532921623830715
agoooooo -> 0.012532921623830715
tom -> 0.012532921623830715
el -> 0.01262373989646717
vc -> 0.012714558169103624
varze -> 0.012896194714376533
ult -> 0.012896194714376533
diz -> 0.012987012987012988
p -> 0.012987012987012988
palm -> 0.013168649532285895
segund -> 0.013168649532285895
ness -> 0.01325946780492235
put -> 0.013350286077558804
nad -> 0.013713559168104622
pass -> 0.013804377440741077
final -> 0.01407683225865044
galv -> 0.01407683225865044
chor -> 0.014349287076559804
dev -> 0.014530923621832713
pq -> 0.014712560167105622

Intervalo 22
hor -> 0.010094431781178768
pen -> 0.010094431781178768
vem -> 0.010094431781178768
pass -> 0.010094431781178768
comec -> 0.010202974058395745
ahor -> 0.010202974058395745
qued -> 0.010202974058395745
4 -> 0.010202974058395745
con -> 0.010202974058395745
prox -> 0.010420058612829698
cheg -> 0.010420058612829698
#g -> 0.010420058612829698
nunc -> 0.010528600890046673
vao -> 0.010528600890046673
vid -> 0.010637143167263649
par -> 0.010637143167263649
#cop -> 0.010745685444480626
mal -> 0.010745685444480626
bye -> 0.010745685444480626
n -> 0.010854227721697602
falt -> 0.010854227721697602
cois -> 0.010962769998914577
porqu -> 0.010962769998914577
camis -> 0.011071312276131553
dia -> 0.011071312276131553
glob -> 0.011071312276131553
merec -> 0.011396939107782481
segund -> 0.011396939107782481
fuer -> 0.011505481384999457
pued -> 0.011505481384999457
prim -> 0.011614023662216434
p -> 0.011722565939433409
ia -> 0.011831108216650385
diz -> 0.012048192771084338
tecn -> 0.012156735048301313
pq -> 0.012156735048301313
obrig -> 0.01226527732551829
ces -> 0.012482361879952242
ne -> 0.012699446434386193
nad -> 0.01280798871160317
dev -> 0.013025073266037121
kak -> 0.013133615543254097
lev -> 0.013350700097688049
fim -> 0.013350700097688049
fez -> 0.013459242374905025
jagg -> 0.014001953760989906
fud -> 0.014110496038206882
car -> 0.014219038315423857
fdp -> 0.014327580592640833
mick -> 0.014544665147074786

Intervalo 23
ronald -> 0.010076441973592773
daqu -> 0.010076441973592773
sonh -> 0.010250173731758166
cheg -> 0.010423905489923557
acontec -> 0.010423905489923557
err -> 0.010423905489923557
xing -> 0.010423905489923557
obrig -> 0.010423905489923557
vem -> 0.01059763724808895
hor -> 0.01059763724808895
#cop -> 0.01059763724808895
campea -> 0.010771369006254344
ness -> 0.010771369006254344
pov -> 0.010771369006254344
fod -> 0.010771369006254344
porqu -> 0.010771369006254344
pe -> 0.010945100764419735
sim -> 0.010945100764419735
grand -> 0.010945100764419735
#dung -> 0.011118832522585128
le -> 0.011118832522585128
fud -> 0.011292564280750522
pi -> 0.011466296038915913
derrot -> 0.011466296038915913
comec -> 0.011640027797081306
lad -> 0.011640027797081306
fdp -> 0.0118137595552467
p -> 0.0118137595552467
gans -> 0.011987491313412093
ahor -> 0.011987491313412093
fim -> 0.012161223071577484
ant -> 0.012161223071577484
mell -> 0.012161223071577484
diss -> 0.012161223071577484
hoj -> 0.012161223071577484
tir -> 0.012161223071577484
assim -> 0.01250868658790827
mal -> 0.01250868658790827
coloc -> 0.012682418346073662
camis -> 0.012682418346073662
4 -> 0.012682418346073662
eh -> 0.012856150104239055
continu -> 0.012856150104239055
pass -> 0.013029881862404448
vid -> 0.013029881862404448
outr -> 0.013029881862404448
glob -> 0.013029881862404448
convoc -> 0.013377345378735233
deix -> 0.013377345378735233
vao -> 0.013551077136900626

Intervalo 24
da -> 0.045454545454545456
diz -> 0.045454545454545456
@hugogloss -> 0.045454545454545456
mim -> 0.045454545454545456
ta -> 0.045454545454545456
gast -> 0.045454545454545456
toa -> 0.045454545454545456
tens -> 0.045454545454545456
fog -> 0.045454545454545456
moment -> 0.045454545454545456
situaca -> 0.045454545454545456
@fileups -> 0.045454545454545456
comec -> 0.045454545454545456
ness -> 0.045454545454545456
renat -> 0.045454545454545456
problem -> 0.045454545454545456
mai -> 0.045454545454545456
tex -> 0.045454545454545456
cham -> 0.045454545454545456
selec -> 0.045454545454545456
tchau -> 0.045454545454545456
puert -> 0.045454545454545456
tod -> 0.045454545454545456
iba -> 0.045454545454545456
argentin -> 0.045454545454545456
abr -> 0.045454545454545456
su -> 0.045454545454545456
recib -> 0.045454545454545456
pasteler -> 0.045454545454545456
futbol -> 0.045454545454545456
la -> 0.045454545454545456
seleccion -> 0.045454545454545456
fana -> 0.045454545454545456
bonit -> 0.045454545454545456
acontec -> 0.045454545454545456
cas -> 0.045454545454545456
yooooohooo -> 0.045454545454545456
agr -> 0.045454545454545456
chinel -> 0.045454545454545456
pooo -> 0.045454545454545456
gaaanh -> 0.045454545454545456
hah -> 0.045454545454545456
#arg -> 0.045454545454545456
@serg_rdr -> 0.045454545454545456
#pelelatenesadentr -> 0.045454545454545456
luci -> 0.045454545454545456
car -> 0.045454545454545456
bem -> 0.045454545454545456
particip -> 0.045454545454545456
sacan -> 0.045454545454545456

