Intervalo 0
-> 1.0
eh -> 0.010003226847370119
ness -> 0.010003226847370119
hex -> 0.010003226847370119
pe -> 0.01016456921587609
@ivetesangalo -> 0.01016456921587609
porr -> 0.010325911584382058
vend -> 0.010325911584382058
s -> 0.010487253952888029
entr -> 0.010648596321393998
p -> 0.010809938689899969
melhor -> 0.010809938689899969
pod -> 0.010809938689899969
contr -> 0.010971281058405937
boa -> 0.010971281058405937
0 -> 0.010971281058405937
felip -> 0.010971281058405937
sil -> 0.011293965795417877
#hol -> 0.011293965795417877
lt -> 0.011293965795417877
esper -> 0.011455308163923846
sao -> 0.011455308163923846
quent -> 0.011455308163923846
bor -> 0.011616650532429816
vc -> 0.011616650532429816
tud -> 0.011777992900935785
3 -> 0.011777992900935785
mel -> 0.011777992900935785
#brasil -> 0.011939335269441756
bande -> 0.012100677637947725
fic -> 0.012423362374959664
bem -> 0.012584704743465635
cas -> 0.012584704743465635
#cop -> 0.012584704743465635
voc -> 0.012746047111971604
tim -> 0.012907389480477573
amarel -> 0.013068731848983543
final -> 0.013068731848983543
buen -> 0.013068731848983543
prim -> 0.013068731848983543
volt -> 0.013230074217489512
acord -> 0.013552758954501452
bol -> 0.013714101323007422
hor -> 0.013714101323007422
faz -> 0.01419812842852533
laranj -> 0.01452081316553727
2 -> 0.01484349790254921
1 -> 0.01565020974507906
palpit -> 0.016134236850596968
ach -> 0.016456921587608905

Intervalo 1
-> 1.0
ness -> 0.010101010101010102
futebol -> 0.010101010101010102
dar -> 0.010101010101010102
sao -> 0.010295260295260296
bonit -> 0.010295260295260296
pq -> 0.01048951048951049
sil -> 0.01048951048951049
sab -> 0.01048951048951049
assim -> 0.01048951048951049
kak -> 0.010683760683760684
junt -> 0.010878010878010878
acord -> 0.011072261072261072
car -> 0.011072261072261072
3 -> 0.011072261072261072
melhor -> 0.011266511266511266
2 -> 0.01146076146076146
0 -> 0.01146076146076146
tao -> 0.01146076146076146
alguem -> 0.011655011655011656
voc -> 0.011655011655011656
buen -> 0.011655011655011656
volt -> 0.011655011655011656
p -> 0.01184926184926185
dess -> 0.01184926184926185
amarel -> 0.012237762237762238
lo -> 0.012237762237762238
pod -> 0.01282051282051282
y -> 0.01282051282051282
#brasil -> 0.01320901320901321
#cop -> 0.013403263403263404
cas -> 0.013403263403263404
mel -> 0.013986013986013986
olh -> 0.013986013986013986
tim -> 0.013986013986013986
juiz -> 0.01418026418026418
2x1 -> 0.01418026418026418
1 -> 0.014374514374514374
s -> 0.014568764568764568
felip -> 0.014763014763014764
prim -> 0.014763014763014764
camp -> 0.015151515151515152
cop -> 0.015151515151515152
vend -> 0.01554001554001554
vs -> 0.015928515928515928
dung -> 0.016122766122766124
aqu -> 0.016122766122766124
bol -> 0.016511266511266512
anul -> 0.016511266511266512
mund -> 0.0168997668997669

Intervalo 2
-> 1.0
deu -> 0.010008703220191472
goal -> 0.010153756890049319
#brasil -> 0.010298810559907166
minut -> 0.010298810559907166
perd -> 0.010733971569480708
camis -> 0.010733971569480708
lo -> 0.010733971569480708
sort -> 0.010879025239338555
pod -> 0.011459239918769945
y -> 0.011459239918769945
part -> 0.011459239918769945
tom -> 0.011604293588627792
car -> 0.01174934725848564
melhor -> 0.012039454598201334
fez -> 0.012184508268059183
bol -> 0.01232956193791703
fal -> 0.012474615607774877
dia -> 0.012619669277632724
2 -> 0.012619669277632724
3 -> 0.012619669277632724
selec -> 0.012764722947490571
assist -> 0.012764722947490571
mund -> 0.012909776617348418
grit -> 0.013054830287206266
gent -> 0.013054830287206266
porr -> 0.013199883957064115
vou -> 0.013489991296779809
contr -> 0.013780098636495503
el -> 0.014070205976211198
bem -> 0.01450536698578474
cop -> 0.01450536698578474
imped -> 0.014795474325500435
aqu -> 0.014940527995358282
hoj -> 0.014940527995358282
pass -> 0.01610095735422106
bom -> 0.01624601102407891
quer -> 0.01624601102407891
ai -> 0.016971279373368148
laranj -> 0.017116333043225993
ach -> 0.01900203075137801
ver -> 0.01900203075137801
comec -> 0.019727299100667246
est -> 0.019727299100667246
d -> 0.019727299100667246
prim -> 0.019872352770525094
tod -> 0.020887728459530026
la -> 0.02132288946910357
ganh -> 0.02190310414853496
mel -> 0.02190310414853496

Intervalo 3
-> 1.0
final -> 0.010099281068127354
frent -> 0.010270455323519343
lo -> 0.010270455323519343
cas -> 0.010270455323519343
nad -> 0.010441629578911331
tao -> 0.010441629578911331
olh -> 0.010441629578911331
gost -> 0.010441629578911331
mand -> 0.010612803834303321
y -> 0.010612803834303321
p -> 0.01078397808969531
falt -> 0.01078397808969531
vend -> 0.010955152345087298
futebol -> 0.010955152345087298
#brasil -> 0.010955152345087298
juiz -> 0.011126326600479288
dar -> 0.011126326600479288
cu -> 0.011297500855871277
s -> 0.011468675111263265
sort -> 0.011639849366655255
holandes -> 0.011982197877439232
camis -> 0.011982197877439232
tim -> 0.012153372132831223
2 -> 0.012324546388223211
aind -> 0.0124957206436152
ate -> 0.012838069154399178
grit -> 0.012838069154399178
assim -> 0.013009243409791168
pass -> 0.013180417665183157
azul -> 0.013351591920575145
melhor -> 0.013351591920575145
contr -> 0.013522766175967135
mel -> 0.013693940431359124
prim -> 0.013693940431359124
gent -> 0.01420746319753509
bol -> 0.01437863745292708
laranj -> 0.01437863745292708
comec -> 0.01454981170831907
part -> 0.01454981170831907
el -> 0.014892160219103046
aqu -> 0.015234508729887025
bem -> 0.015405682985279013
1x0 -> 0.015576857240671003
felip -> 0.015748031496062992
pod -> 0.01591920575145498
hoj -> 0.01643272851763095
10 -> 0.016775077028414926
selec -> 0.016946251283806914
car -> 0.017117425539198903

Intervalo 4
-> 1.0
pres -> 0.010057471264367816
tir -> 0.010057471264367816
luc -> 0.010057471264367816
luci -> 0.010237068965517241
juiz -> 0.010237068965517241
sang -> 0.010237068965517241
gan -> 0.010237068965517241
acert -> 0.010237068965517241
twitt -> 0.010416666666666666
lev -> 0.010416666666666666
tim -> 0.010955459770114943
porr -> 0.010955459770114943
fod -> 0.010955459770114943
menos -> 0.010955459770114943
cas -> 0.011135057471264368
vc -> 0.011135057471264368
lo -> 0.011135057471264368
@microcontoscos -> 0.011135057471264368
corr -> 0.011314655172413793
voc -> 0.011673850574712643
uniform -> 0.011673850574712643
ate -> 0.011853448275862068
esper -> 0.011853448275862068
sab -> 0.011853448275862068
tap -> 0.011853448275862068
prim -> 0.012033045977011493
ne -> 0.012751436781609195
1x0 -> 0.012751436781609195
acab -> 0.012751436781609195
cal -> 0.01293103448275862
gost -> 0.01293103448275862
part -> 0.013110632183908046
dar -> 0.013110632183908046
sort -> 0.013110632183908046
de -> 0.013110632183908046
tao -> 0.01329022988505747
bol -> 0.013469827586206896
ter -> 0.013469827586206896
contr -> 0.013649425287356323
y -> 0.013829022988505748
p -> 0.013829022988505748
boc -> 0.014008620689655173
acord -> 0.014008620689655173
deu -> 0.014188218390804598
estadi -> 0.014367816091954023
pens -> 0.014547413793103448
azul -> 0.01526580459770115
s -> 0.01526580459770115
aind -> 0.016163793103448277

Intervalo 5
-> 1.0
hor -> 0.010007849293563579
fez -> 0.010007849293563579
quas -> 0.010007849293563579
twitt -> 0.01020408163265306
eh -> 0.01020408163265306
tao -> 0.01020408163265306
porqu -> 0.010400313971742544
nad -> 0.010400313971742544
el -> 0.010596546310832025
filh -> 0.010792778649921507
p -> 0.010792778649921507
sab -> 0.01098901098901099
azul -> 0.011185243328100471
ter -> 0.011381475667189953
ne -> 0.011381475667189953
vez -> 0.011381475667189953
cas -> 0.011381475667189953
dev -> 0.011577708006279434
sao -> 0.011773940345368918
deu -> 0.011773940345368918
gan -> 0.011970172684458399
tom -> 0.01216640502354788
voz -> 0.01216640502354788
sort -> 0.01216640502354788
cad -> 0.01216640502354788
bol -> 0.012362637362637362
y -> 0.012362637362637362
assim -> 0.012362637362637362
camiset -> 0.012558869701726845
lev -> 0.012755102040816327
part -> 0.012755102040816327
lo -> 0.012951334379905808
car -> 0.013540031397174255
falt -> 0.013540031397174255
final -> 0.013736263736263736
aind -> 0.0141287284144427
contr -> 0.014717425431711145
voc -> 0.014717425431711145
acord -> 0.014913657770800628
outr -> 0.01510989010989011
s -> 0.01510989010989011
kak -> 0.015306122448979591
galva -> 0.015502354788069073
vend -> 0.015698587127158554
vou -> 0.01609105180533752
melhor -> 0.016287284144427
fal -> 0.016483516483516484
lind -> 0.016679748822605967
pq -> 0.016679748822605967

Intervalo 6
-> 1.0
gan -> 0.010009624639076035
1x0 -> 0.010009624639076035
tao -> 0.010009624639076035
grit -> 0.010202117420596728
camp -> 0.01039461020211742
acord -> 0.01039461020211742
#hol -> 0.010587102983638113
buen -> 0.010587102983638113
sab -> 0.010587102983638113
#arg -> 0.010587102983638113
vi -> 0.010587102983638113
vc -> 0.010587102983638113
cad -> 0.010587102983638113
#brasil -> 0.010779595765158807
p -> 0.0109720885466795
hj -> 0.011164581328200193
segund -> 0.011164581328200193
dand -> 0.011164581328200193
show -> 0.011357074109720885
falt -> 0.011549566891241578
laranj -> 0.011934552454282965
assim -> 0.011934552454282965
pass -> 0.011934552454282965
nad -> 0.012127045235803657
dess -> 0.012127045235803657
ne -> 0.01231953801732435
da -> 0.01231953801732435
olh -> 0.012512030798845043
@realkaka -> 0.012512030798845043
ter -> 0.012704523580365737
s -> 0.01289701636188643
aind -> 0.01289701636188643
temp -> 0.01289701636188643
es -> 0.01289701636188643
vend -> 0.013089509143407122
lo -> 0.013282001924927815
dar -> 0.013282001924927815
uniform -> 0.013474494706448507
cas -> 0.013474494706448507
